n,alpha,mean
4095,0.0804283,0.501075
4097,0.0804625,0.500891
4099,0.080463,0.500759
4101,0.0804468,0.50071
4103,0.080412,0.500673
4105,0.0804411,0.500847
4107,0.0804764,0.500844
4109,0.0804791,0.500933
4111,0.0805378,0.500716
4113,0.0805225,0.500791
4115,0.0805104,0.50068
4117,0.080498,0.500605
4119,0.0805181,0.500771
4121,0.0805064,0.500785
4123,0.080471,0.500798
4125,0.0804734,0.500924
4127,0.0804875,0.500893
4129,0.0804932,0.501027
4131,0.0804867,0.501097
4133,0.0804896,0.501197
4135,0.0804855,0.501067
4137,0.0804898,0.501119
4139,0.0804913,0.50099
4141,0.0805004,0.50084
4143,0.0804765,0.500884
4145,0.0805033,0.501056
4147,0.0805499,0.501074
4149,0.0805561,0.501114
4151,0.0806001,0.501099
4153,0.0805873,0.501018
4155,0.0805933,0.500915
4157,0.0806038,0.500765
4159,0.0806067,0.500753
4161,0.0805978,0.5007
4163,0.0805693,0.500769
4165,0.0805612,0.500862
4167,0.0805626,0.500938
4169,0.0806019,0.500749
4171,0.0805811,0.500795
4173,0.0805911,0.500643
4175,0.0806145,0.500471
4177,0.0806615,0.500495
4179,0.080654,0.500373
4181,0.0807087,0.500163
4183,0.0807025,0.500043
4185,0.080691,0.500145
4187,0.0806792,0.500138
4189,0.0806832,0.500023
4191,0.0806595,0.499961
4193,0.0807045,0.499762
4195,0.0807082,0.499879
4197,0.0807475,0.500068
4199,0.0807947,0.500106
4201,0.0807998,0.500248
4203,0.0808225,0.500152
4205,0.0808519,0.500325
4207,0.0808937,0.500336
4209,0.0808978,0.500393
4211,0.0809202,0.500416
4213,0.0808822,0.500409
4215,0.0809288,0.500208
4217,0.0809039,0.500128
4219,0.0808877,0.500176
4221,0.0808775,0.500189
4223,0.0808687,0.500301
4225,0.0808339,0.500296
4227,0.0808019,0.500242
4229,0.0807695,0.500189
4231,0.0807491,0.500136
4233,0.0807715,0.499966
4235,0.080786,0.499811
4237,0.0807914,0.499869
4239,0.0808224,0.499832
4241,0.080809,0.499816
4243,0.0808085,0.499781
4245,0.0808039,0.499906
4247,0.0808261,0.499741
4249,0.0808775,0.499538
4251,0.0808746,0.499626
4253,0.0808748,0.499496
4255,0.080856,0.499591
4257,0.0808691,0.499548
4259,0.0809064,0.49936
4261,0.0808724,0.499385
4263,0.0808438,0.499379
4265,0.0808236,0.499459
4267,0.0808054,0.499553
4269,0.0808282,0.499719
4271,0.0807938,0.499736
4273,0.0808363,0.499544
4275,0.0808326,0.499671
4277,0.0808961,0.499888
4279,0.0809323,0.499867
4281,0.080958,0.499713
4283,0.0809754,0.499771
4285,0.0809426,0.499802
4287,0.0809808,0.49962
4289,0.0809951,0.499579
4291,0.0809833,0.499472
4293,0.0809635,0.499563
4295,0.0809529,0.499638
4297,0.0809316,0.499598
4299,0.0809485,0.499439
4301,0.0809178,0.499431
4303,0.0809018,0.49947
4305,0.0808808,0.499543
4307,0.0808798,0.499511
4309,0.0808988,0.499405
4311,0.0808776,0.499476
4313,0.0808556,0.499488
4315,0.0808713,0.499645
4317,0.0808676,0.499692
4319,0.0809179,0.499491
4321,0.0809297,0.499563
4323,0.0809073,0.499554
4325,0.0809482,0.499366
4327,0.0809508,0.499234
4329,0.0809352,0.499236
4331,0.0809382,0.49913
4333,0.0809521,0.49916
4335,0.0809204,0.499188
4337,0.0809058,0.499284
4339,0.0808804,0.499211
4341,0.0808808,0.499154
4343,0.0809274,0.499349
4345,0.0809246,0.499472
4347,0.0809337,0.499469
4349,0.0809263,0.499565
4351,0.0809019,0.499511
4353,0.0808833,0.499463
4355,0.0808849,0.499331
4357,0.0808664,0.499334
4359,0.0808311,0.499329
4361,0.0808515,0.499237
4363,0.0808146,0.499236
4365,0.0808452,0.499288
4367,0.0808888,0.499097
4369,0.0808545,0.49912
4371,0.0808374,0.499028
4373,0.0808214,0.498989
4375,0.0808029,0.498911
4377,0.0808574,0.498902
4379,0.0808234,0.498925
4381,0.080853,0.499099
4383,0.0809056,0.499122
4385,0.0808969,0.49903
4387,0.080892,0.498921
4389,0.0808968,0.499008
4391,0.0809078,0.498922
4393,0.0809529,0.498926
4395,0.0809399,0.498859
4397,0.0809524,0.498797
4399,0.0809416,0.49877
4401,0.0809327,0.498705
4403,0.0809507,0.498859
4405,0.0809618,0.49884
4407,0.0809551,0.498819
4409,0.0809654,0.498814
4411,0.0809948,0.498644
4413,0.0809887,0.498614
4415,0.0810092,0.498453
4417,0.0809789,0.498425
4419,0.0809734,0.498439
4421,0.080964,0.498509
4423,0.0809558,0.498562
4425,0.0809646,0.498629
4427,0.0809837,0.498756
4429,0.0810147,0.498712
4431,0.0810068,0.498677
4433,0.0809773,0.498657
4435,0.0810188,0.498671
4437,0.0810202,0.498638
4439,0.0810386,0.498795
4441,0.0811021,0.498788
4443,0.0811112,0.498916
4445,0.081133,0.498756
4447,0.0811124,0.498822
4449,0.0811285,0.498746
4451,0.0811366,0.498614
4453,0.0811584,0.498622
4455,0.0811427,0.498687
4457,0.0811506,0.498593
4459,0.0811341,0.49867
4461,0.0811231,0.498734
4463,0.0811231,0.498712
4465,0.0811443,0.498645
4467,0.0811301,0.498649
4469,0.0811513,0.498633
4471,0.0811344,0.498718
4473,0.0811307,0.49864
4475,0.0811038,0.498579
4477,0.0810941,0.498534
4479,0.0810981,0.498555
4481,0.0811062,0.498414
4483,0.0811139,0.498287
4485,0.0811087,0.498319
4487,0.081132,0.498481
4489,0.0811354,0.498606
4491,0.081112,0.498629
4493,0.0811382,0.498462
4495,0.081161,0.498471
4497,0.0811689,0.498463
4499,0.0811687,0.498574
4501,0.0811441,0.498521
4503,0.0811134,0.498472
4505,0.0811496,0.498432
4507,0.0811269,0.498507
4509,0.081142,0.498623
4511,0.0811607,0.498639
4513,0.081151,0.498623
4515,0.0811771,0.498467
4517,0.0812123,0.498291
4519,0.081246,0.498466
4521,0.0812487,0.498485
4523,0.0812649,0.498618
4525,0.0812329,0.498594
4527,0.0812541,0.498435
4529,0.0812803,0.498367
4531,0.0813075,0.498529
4533,0.0812965,0.498452
4535,0.0812658,0.49842
4537,0.0813221,0.498423
4539,0.081358,0.498441
4541,0.0813746,0.498356
4543,0.0813784,0.49823
4545,0.0813594,0.49815
4547,0.0813402,0.498065
4549,0.081327,0.498006
4551,0.0813118,0.497919
4553,0.0813048,0.497982
4555,0.0812939,0.498014
4557,0.081262,0.497978
4559,0.081316,0.497983
4561,0.0812929,0.498027
4563,0.0813544,0.49802
4565,0.081358,0.498077
4567,0.0813515,0.498147
4569,0.0813196,0.498147
4571,0.0813582,0.498104
4573,0.0813651,0.498222
4575,0.0813658,0.498256
4577,0.0813406,0.498243
4579,0.0819445,0.497859
4581,0.0819548,0.497718
4583,0.0819816,0.497668
4585,0.0819655,0.497718
4587,0.0819376,0.497753
4589,0.0819198,0.497802
4591,0.0818987,0.497759
4593,0.0818896,0.497662
4595,0.0818848,0.497555
4597,0.0818531,0.497514
4599,0.0818209,0.497502
4601,0.0818062,0.497596
4603,0.0818268,0.497648
4605,0.0818247,0.497678
4607,0.0817935,0.497641
4609,0.0818314,0.497464
4611,0.0818609,0.497511
4613,0.0818889,0.497575
4615,0.0819404,0.49759
4617,0.0819118,0.497612
4619,0.0818953,0.497562
4621,0.0819253,0.497394
4623,0.0818903,0.497381
4625,0.0818669,0.497357
4627,0.0818656,0.497475
4629,0.0818995,0.497523
4631,0.0818905,0.497524
4633,0.0819072,0.497548
4635,0.0819317,0.497496
4637,0.0818964,0.497497
4639,0.0818971,0.49742
4641,0.0819055,0.497357
4643,0.0819272,0.49751
4645,0.0819462,0.497474
4647,0.0819615,0.497369
4649,0.0819287,0.497369
4651,0.081903,0.497419
4653,0.0819001,0.497388
4655,0.0819666,0.497384
4657,0.0819715,0.497514
4659,0.0819571,0.497607
4661,0.0820018,0.497606
4663,0.0820123,0.497706
4665,0.0820053,0.497634
4667,0.0819828,0.497707
4669,0.0820143,0.497665
4671,0.0820043,0.497633
4673,0.0820435,0.497809
4675,0.0820475,0.497917
4677,0.0820256,0.497986
4679,0.082018,0.497893
4681,0.0820372,0.497741
4683,0.0820353,0.497854
4685,0.0820168,0.497845
4687,0.082049,0.497818
4689,0.082014,0.497821
4691,0.0819994,0.497901
4693,0.081974,0.497844
4695,0.0819403,0.497865
4697,0.0819441,0.497877
4699,0.0819525,0.497889
4701,0.081971,0.497763
4703,0.0819635,0.497839
4705,0.0819703,0.497722
4707,0.0819857,0.497696
4709,0.081977,0.497666
4711,0.0819789,0.497683
4713,0.081989,0.497732
4715,0.0819632,0.497791
4717,0.0819303,0.497812
4719,0.0819327,0.497757
4721,0.0819503,0.497639
4723,0.0819233,0.497663
4725,0.0819172,0.497651
4727,0.0819353,0.497768
4729,0.0819199,0.497693
4731,0.0818879,0.497661
4733,0.0818886,0.497766
4735,0.0819096,0.497825
4737,0.081959,0.497835
4739,0.0819669,0.497773
4741,0.0819507,0.497685
4743,0.0819177,0.497694
4745,0.0819244,0.497563
4747,0.0819354,0.497563
4749,0.081925,0.497658
4751,0.0819342,0.497781
4753,0.0819171,0.497747
4755,0.0819633,0.497757
4757,0.081987,0.497736
4759,0.0819651,0.497689
4761,0.0819766,0.49773
4763,0.0819817,0.497853
4765,0.0820189,0.497813
4767,0.0820269,0.497945
4769,0.0820677,0.497946
4771,0.0820404,0.497894
4773,0.082048,0.497916
4775,0.0820505,0.497999
4777,0.0821027,0.497809
4779,0.0820818,0.4978
4781,0.0820942,0.497824
4783,0.0820982,0.497704
4785,0.0820889,0.497751
4787,0.0820968,0.497693
4789,0.0820643,0.497707
4791,0.0820772,0.497844
4793,0.082045,0.497865
4795,0.0820226,0.497853
4797,0.0819905,0.497872
4799,0.082,0.497821
4801,0.0819674,0.4978
4803,0.0819867,0.497732
4805,0.0819969,0.49779
4807,0.0819956,0.497683
4809,0.0820109,0.497568
4811,0.0820608,0.497549
4813,0.0820387,0.497542
4815,0.0820536,0.497438
4817,0.0820639,0.497396
4819,0.0820798,0.497252
4821,0.0820989,0.49719
4823,0.0821262,0.497213
4825,0.0820963,0.497253
4827,0.0820786,0.497191
4829,0.082085,0.497111
4831,0.0820835,0.497188
4833,0.0821296,0.497176
4835,0.0821271,0.497074
4837,0.0821296,0.497095
4839,0.0821329,0.497216
4841,0.0821171,0.497302
4843,0.0821024,0.497322
4845,0.0821265,0.497283
4847,0.0821261,0.4974
4849,0.0821581,0.497564
4851,0.0821623,0.497658
4853,0.0821993,0.497828
4855,0.082175,0.497885
4857,0.0821639,0.497804
4859,0.0821485,0.497863
4861,0.0821328,0.497949
4863,0.0821563,0.498097
4865,0.0821593,0.498033
4867,0.0821545,0.497945
4869,0.0821513,0.497985
4871,0.0821718,0.497847
4873,0.0821806,0.497771
4875,0.0821538,0.497768
4877,0.0821625,0.497767
4879,0.0821383,0.497775
4881,0.0821438,0.497654
4883,0.0821664,0.497504
4885,0.0821886,0.497514
4887,0.0821612,0.497562
4889,0.0821668,0.497463
4891,0.0821879,0.497434
4893,0.0822261,0.497264
4895,0.0822043,0.497321
4897,0.0822065,0.497278
4899,0.0821948,0.497204
4901,0.0821615,0.497202
4903,0.0821606,0.497118
4905,0.0821517,0.497192
4907,0.0821334,0.497204
4909,0.0821817,0.497022
4911,0.0822255,0.496846
4913,0.0822133,0.496761
4915,0.0821981,0.496707
4917,0.0822241,0.496695
4919,0.0822456,0.496546
4921,0.0822409,0.496441
4923,0.0822474,0.496516
4925,0.0822311,0.496453
4927,0.0822262,0.49635
4929,0.0822233,0.496247
4931,0.0822117,0.496337
4933,0.0822089,0.496353
4935,0.0821955,0.49637
4937,0.0821932,0.496287
4939,0.0821934,0.496244
4941,0.0821664,0.49629
4943,0.0821844,0.496329
4945,0.0821778,0.496393
4947,0.0821852,0.496477
4949,0.082161,0.496454
4951,0.0821629,0.496392
4953,0.0821877,0.49635
4955,0.0822427,0.496349
4957,0.0822282,0.496288
4959,0.0822086,0.496275
4961,0.0822137,0.496195
4963,0.0821931,0.496124
4965,0.0822036,0.496002
4967,0.0821767,0.496022
4969,0.0821505,0.495994
4971,0.08215,0.495925
4973,0.0821824,0.496084
4975,0.0822151,0.496059
4977,0.0821937,0.496011
4979,0.0821771,0.49608
4981,0.0822072,0.49607
4983,0.0822208,0.496068
4985,0.0822401,0.496084
4987,0.0822269,0.496124
4989,0.0822323,0.496015
4991,0.0822735,0.496004
4993,0.0822705,0.495903
4995,0.0822514,0.495844
4997,0.0822517,0.495907
4999,0.0822915,0.496077
5001,0.0822754,0.49601
5003,0.0823019,0.495858
5005,0.0823153,0.495727
5007,0.0823278,0.495634
5009,0.0823143,0.49571
5011,0.0823243,0.495656
5013,0.082313,0.495633
5015,0.082281,0.495645
5017,0.0822594,0.495581
5019,0.0822826,0.495725
5021,0.0823034,0.495798
5023,0.082276,0.495832
5025,0.0822796,0.495881
5027,0.0823033,0.496025
5029,0.0823135,0.496154
5031,0.0823394,0.496295
5033,0.0823268,0.496307
5035,0.082314,0.496257
5037,0.0823203,0.496265
5039,0.0823265,0.496162
5041,0.0823717,0.496188
5043,0.0823807,0.496136
5045,0.0823539,0.496117
5047,0.0823468,0.496108
5049,0.082358,0.496113
5051,0.0823425,0.496053
5053,0.0823549,0.49592
5055,0.0823308,0.495965
5057,0.0823449,0.495908
5059,0.0823445,0.495929
5061,0.0823565,0.496028
5063,0.0823672,0.496158
5065,0.0823904,0.496107
5067,0.0823611,0.496094
5069,0.0823445,0.496029
5071,0.0823697,0.496065
5073,0.0823812,0.495987
5075,0.0824101,0.496142
5077,0.0824099,0.496083
5079,0.0823817,0.496095
5081,0.0823875,0.495977
5083,0.0823591,0.495995
5085,0.0823429,0.495916
5087,0.0823619,0.49597
5089,0.0823924,0.496018
5091,0.0823867,0.49595
5093,0.0824125,0.495984
5095,0.0824208,0.496038
5097,0.0824428,0.496176
5099,0.0824291,0.496112
5101,0.082419,0.496035
5103,0.082399,0.496063
5105,0.0823755,0.496015
5107,0.0823856,0.495954
5109,0.0823667,0.495887
5111,0.0823403,0.495917
5113,0.0823399,0.495818
5115,0.082339,0.49577
5117,0.0823401,0.49568
5119,0.0823449,0.495754
5121,0.0823564,0.495635
5123,0.0823672,0.495732
5125,0.0823875,0.495601
5127,0.082402,0.495688
5129,0.0824482,0.495682
5131,0.082454,0.495561
5133,0.0824266,0.495551
5135,0.0824519,0.495699
5137,0.0824469,0.495783
5139,0.0824546,0.49581
5141,0.0824459,0.495845
5143,0.0824677,0.495867
5145,0.0824765,0.495773
5147,0.0824983,0.495916
5149,0.0825047,0.495891
5151,0.0824767,0.495855
5153,0.0824679,0.49588
5155,0.0824993,0.496034
5157,0.0824718,0.496047
5159,0.0824623,0.496137
5161,0.0824765,0.496201
5163,0.08248,0.496314
5165,0.0824649,0.49638
5167,0.082435,0.496371
5169,0.0824086,0.496328
5171,0.0824039,0.496294
5173,0.0823889,0.496364
5175,0.0823733,0.496287
5177,0.0823668,0.496244
5179,0.0823675,0.496227
5181,0.0823667,0.49631
5183,0.0823608,0.496288
5185,0.0823749,0.496292
5187,0.0823432,0.49629
5189,0.0823211,0.496269
5191,0.0823517,0.496288
5193,0.0823768,0.496148
5195,0.082368,0.496239
5197,0.0823695,0.496242
5199,0.0823786,0.496117
5201,0.082376,0.496213
5203,0.0823532,0.496159
5205,0.0823263,0.496176
5207,0.0823373,0.496123
5209,0.0823441,0.496244
5211,0.0823371,0.49634
5213,0.0823546,0.496405
5215,0.0823418,0.496328
5217,0.0823631,0.496335
5219,0.0823492,0.496417
5221,0.0823591,0.496421
5223,0.0823346,0.496443
5225,0.0823307,0.496481
5227,0.0823166,0.496458
5229,0.0822865,0.496457
5231,0.0822891,0.496452
5233,0.0822982,0.496334
5235,0.0822795,0.496399
5237,0.0822688,0.496397
5239,0.0822539,0.496457
5241,0.0822561,0.496396
5243,0.0822406,0.496331
5245,0.0822122,0.496364
5247,0.0821936,0.496432
5249,0.0821675,0.496399
5251,0.082142,0.49642
5253,0.0821584,0.496285
5255,0.0822025,0.496117
5257,0.0821769,0.496078
5259,0.0821938,0.496017
5261,0.0821767,0.496055
5263,0.0821985,0.495916
5265,0.0821848,0.495977
5267,0.0821827,0.495985
5269,0.0821894,0.495917
5271,0.082195,0.4959
5273,0.0822279,0.495928
5275,0.0822087,0.495989
5277,0.0821924,0.495953
5279,0.0821985,0.495859
5281,0.0821965,0.495944
5283,0.0821845,0.496029
5285,0.0822183,0.495996
5287,0.0821981,0.496035
5289,0.0821932,0.495947
5291,0.0821934,0.496022
5293,0.0821888,0.496119
5295,0.0822034,0.496176
5297,0.0821847,0.496222
5299,0.0821552,0.496245
5301,0.0821344,0.496183
5303,0.0821102,0.496219
5305,0.0820959,0.49614
5307,0.0821058,0.496162
5309,0.0820805,0.496194
5311,0.0821225,0.496193
5313,0.0820966,0.496232
5315,0.0820812,0.496296
5317,0.0820506,0.496293
5319,0.0820639,0.496224
5321,0.0820631,0.496302
5323,0.0820412,0.496345
5325,0.0820275,0.496283
5327,0.0820411,0.496233
5329,0.0820277,0.496204
5331,0.0820112,0.496163
5333,0.0820514,0.496326
5335,0.0820694,0.496196
5337,0.0820665,0.496096
5339,0.0820666,0.496061
5341,0.0821083,0.496065
5343,0.0820877,0.496108
5345,0.082066,0.496151
5347,0.0820908,0.496009
5349,0.0821358,0.495841
5351,0.0821529,0.495972
5353,0.0821318,0.49595
5355,0.0821195,0.496028
5357,0.0821073,0.49611
5359,0.0821192,0.496192
5361,0.0821032,0.49619
5363,0.0820848,0.496148
5365,0.0820572,0.496181
5367,0.0820416,0.496234
5369,0.0820369,0.496323
5371,0.0820225,0.49637
5373,0.0820173,0.496349
5375,0.0819965,0.496294
5377,0.0819777,0.496301
5379,0.081957,0.496357
5381,0.0819307,0.496318
5383,0.0819486,0.49625
5385,0.0819346,0.496233
5387,0.0819207,0.496271
5389,0.0819353,0.496304
5391,0.0819221,0.496231
5393,0.0819589,0.496389
5395,0.0819291,0.496388
5397,0.0819372,0.496469
5399,0.0819186,0.496403
5401,0.0819035,0.496469
5403,0.0819097,0.496357
5405,0.0819201,0.496423
5407,0.0819006,0.496486
5409,0.08189,0.496489
5411,0.0818856,0.496398
5413,0.0819014,0.496514
5415,0.0818999,0.496414
5417,0.0819194,0.496445
5419,0.0819213,0.496419
5421,0.0819379,0.496289
5423,0.0819381,0.496192
5425,0.0819691,0.496161
5427,0.0819433,0.496188
5429,0.0819662,0.496323
5431,0.0819589,0.496353
5433,0.0819728,0.496475
5435,0.0819521,0.496533
5437,0.0819346,0.496465
5439,0.081945,0.496354
5441,0.0819228,0.496404
5443,0.0819223,0.496299
5445,0.0819007,0.496305
5447,0.0818982,0.49638
5449,0.0818879,0.496296
5451,0.0818989,0.496205
5453,0.0818759,0.496155
5455,0.0818514,0.496146
5457,0.0818508,0.496043
5459,0.0818799,0.496189
5461,0.0818699,0.496165
5463,0.0818839,0.496208
5465,0.0818859,0.496298
5467,0.0818888,0.496396
5469,0.0819142,0.496429
5471,0.0819376,0.496565
5473,0.0819327,0.496532
5475,0.0819534,0.496409
5477,0.0819237,0.496418
5479,0.0819286,0.496422
5481,0.0819251,0.49642
5483,0.0819316,0.49631
5485,0.0819311,0.4964
5487,0.0819169,0.496444
5489,0.0819195,0.49634
5491,0.0819048,0.496353
5493,0.081953,0.496349
5495,0.0819324,0.496313
5497,0.0819664,0.496466
5499,0.0819612,0.496387
5501,0.0819588,0.496433
5503,0.0819616,0.496514
5505,0.081965,0.496599
5507,0.0819906,0.496582
5509,0.0820003,0.496488
5511,0.082012,0.496504
5513,0.0820125,0.4964
5515,0.0820128,0.496431
5517,0.0820311,0.496397
5519,0.0820235,0.496365
5521,0.082033,0.496262
5523,0.0820483,0.496355
5525,0.0820353,0.496389
5527,0.0820111,0.496362
5529,0.0820244,0.496477
5531,0.0819955,0.496481
5533,0.0819738,0.496429
5535,0.082001,0.496419
5537,0.0820089,0.496458
5539,0.0820236,0.49658
5541,0.0820463,0.496715
5543,0.08207,0.496743
5545,0.0820909,0.496784
5547,0.0821381,0.496617
5549,0.0821584,0.496565
5551,0.0821799,0.496432
5553,0.0821912,0.496393
5555,0.0821975,0.496307
5557,0.0821689,0.496319
5559,0.0821731,0.496315
5561,0.0821547,0.496274
5563,0.0821562,0.496378
5565,0.0821467,0.496456
5567,0.0821584,0.496571
5569,0.0821403,0.496634
5571,0.0821208,0.496693
5573,0.082095,0.496704
5575,0.0820898,0.496749
5577,0.0821158,0.49689
5579,0.0821147,0.496945
5581,0.0820894,0.496984
5583,0.0821006,0.497094
5585,0.082121,0.497151
5587,0.0821331,0.497141
5589,0.0821365,0.497229
5591,0.0821808,0.497242
5593,0.0821793,0.497222
5595,0.0821982,0.497352
5597,0.0821719,0.497379
5599,0.0821644,0.497371
5601,0.0821472,0.49731
5603,0.0821509,0.497413
5605,0.0821723,0.49737
5607,0.0822021,0.497367
5609,0.0821762,0.497392
5611,0.0821738,0.497396
5613,0.0821806,0.497367
5615,0.0821809,0.497426
5617,0.0821992,0.497382
5619,0.0821902,0.497298
5621,0.0822107,0.49733
5623,0.0822101,0.497239
5625,0.0822236,0.49728
5627,0.0822256,0.497347
5629,0.0822306,0.497446
5631,0.0822271,0.497422
5633,0.0822369,0.497353
5635,0.0822654,0.497338
5637,0.082277,0.497383
5639,0.0823196,0.497542
5641,0.0823009,0.497573
5643,0.0822902,0.497525
5645,0.0822926,0.497443
5647,0.0823218,0.49747
5649,0.0823343,0.49735
5651,0.0823397,0.497265
5653,0.0823299,0.497311
5655,0.0823218,0.497232
5657,0.0823487,0.497091
5659,0.0823794,0.497067
5661,0.0823598,0.497112
5663,0.0823598,0.497105
5665,0.0823949,0.496955
5667,0.0823855,0.496995
5669,0.0824113,0.497128
5671,0.0823873,0.497088
5673,0.0823584,0.497094
5675,0.0824051,0.497257
5677,0.0824121,0.497353
5679,0.0824145,0.497326
5681,0.0824087,0.49728
5683,0.0823936,0.497342
5685,0.0824008,0.497405
5687,0.0824083,0.497489
5689,0.0824318,0.497458
5691,0.0824154,0.497512
5693,0.0824025,0.49752
5695,0.0823753,0.497508
5697,0.0823646,0.49753
5699,0.0823648,0.497631
5701,0.0823832,0.497502
5703,0.0823737,0.497467
5705,0.0823716,0.497438
5707,0.082352,0.497411
5709,0.0823597,0.497374
5711,0.0823851,0.497414
5713,0.0823756,0.497422
5715,0.0823712,0.497512
5717,0.0823618,0.497594
5719,0.0823561,0.497585
5721,0.0823397,0.49764
5723,0.0823336,0.497702
5725,0.0823455,0.497616
5727,0.0823356,0.497535
5729,0.0823428,0.497435
5731,0.0823516,0.497349
5733,0.08235,0.497252
5735,0.0823797,0.497248
5737,0.0823575,0.497251
5739,0.0823475,0.497187
5741,0.0823429,0.497101
5743,0.0823236,0.497157
5745,0.0823251,0.49723
5747,0.0823039,0.49722
5749,0.0822848,0.497188
5751,0.0822784,0.497216
5753,0.0822757,0.49724
5755,0.0822677,0.497322
5757,0.0822936,0.497459
5759,0.082313,0.497332
5761,0.0823549,0.497177
5763,0.0823449,0.497158
5765,0.0823327,0.49717
5767,0.0823359,0.497136
5769,0.0823171,0.49708
5771,0.0823198,0.497059
5773,0.082311,0.497108
5775,0.0822892,0.497059
5777,0.0822713,0.497062
5779,0.0822833,0.497162
5781,0.0822739,0.497082
5783,0.0822466,0.497073
5785,0.0822685,0.496942
5787,0.0822868,0.496995
5789,0.0822986,0.496893
5791,0.0823242,0.496759
5793,0.0823182,0.496817
5795,0.0823153,0.496826
5797,0.0822918,0.496821
5799,0.0823054,0.496902
5801,0.0822835,0.496949
5803,0.0822914,0.496918
5805,0.0822944,0.496836
5807,0.0822802,0.496878
5809,0.0822642,0.496909
5811,0.0822779,0.496972
5813,0.0822748,0.497064
5815,0.0822707,0.49713
5817,0.0822868,0.497253
5819,0.0823114,0.497387
5821,0.0823341,0.497257
5823,0.0823465,0.497365
5825,0.082361,0.497383
5827,0.0823329,0.497378
5829,0.082339,0.497465
5831,0.0823246,0.497415
5833,0.0823114,0.497376
5835,0.0823309,0.497259
5837,0.0823226,0.497267
5839,0.0823453,0.497237
5841,0.0823526,0.497127
5843,0.0823949,0.497116
5845,0.082404,0.497199
5847,0.0824124,0.49731
5849,0.0823927,0.497307
5851,0.0823779,0.49736
5853,0.0823651,0.497432
5855,0.0823534,0.497397
5857,0.0823616,0.497499
5859,0.0823619,0.497428
5861,0.0823369,0.49746
5863,0.0823355,0.497438
5865,0.0823619,0.497405
5867,0.0823841,0.497275
5869,0.082404,0.497399
5871,0.0824385,0.49741
5873,0.08246,0.49728
5875,0.0824858,0.497274
5877,0.0824655,0.497325
5879,0.0825067,0.497478
5881,0.0824923,0.497483
5883,0.0825061,0.497397
5885,0.082485,0.49742
5887,0.0824614,0.497414
5889,0.0824425,0.49742
5891,0.0824723,0.497559
5893,0.0824547,0.49753
5895,0.0824859,0.497388
5897,0.0824667,0.497365
5899,0.0824676,0.497274
5901,0.0824648,0.497182
5903,0.0824468,0.497124
5905,0.0824407,0.497042
5907,0.0824498,0.49711
5909,0.0824451,0.497147
5911,0.0824673,0.497161
5913,0.0824701,0.497075
5915,0.0824618,0.497021
5917,0.082471,0.496997
5919,0.0824686,0.497055
5921,0.0824516,0.497084
5923,0.082431,0.497102
5925,0.0824097,0.497074
5927,0.0824152,0.497178
5929,0.0824246,0.497289
5931,0.0824437,0.497167
5933,0.0824483,0.497098
5935,0.082424,0.497064
5937,0.0824222,0.497155
5939,0.0823985,0.497138
5941,0.0823942,0.49705
5943,0.0823817,0.497048
5945,0.082382,0.497141
5947,0.0823832,0.497239
5949,0.0823631,0.497289
5951,0.0823825,0.497168
5953,0.0823599,0.497181
5955,0.0823491,0.497256
5957,0.0823384,0.497195
5959,0.0823542,0.497296
5961,0.0823509,0.497315
5963,0.0823612,0.497215
5965,0.0823381,0.49718
5967,0.0823547,0.497146
5969,0.0823625,0.497042
5971,0.0823366,0.497054
5973,0.0823185,0.496999
5975,0.0823354,0.496967
5977,0.0823274,0.496919
5979,0.082331,0.49702
5981,0.0823456,0.496904
5983,0.0823373,0.49698
5985,0.0823187,0.497022
5987,0.0823221,0.49707
5989,0.0823691,0.497228
5991,0.0823782,0.497257
5993,0.0823985,0.49738
5995,0.082396,0.497339
5997,0.0823734,0.497299
5999,0.0823677,0.497274
6001,0.082353,0.497313
6003,0.0823651,0.497308
6005,0.0823939,0.497302
6007,0.0824025,0.49732
6009,0.0823831,0.497345
6011,0.0824014,0.497456
6013,0.0824022,0.497553
6015,0.0823804,0.497524
6017,0.0823643,0.497525
6019,0.0823454,0.497476
6021,0.0823272,0.497472
6023,0.0823009,0.497471
6025,0.0823,0.497379
6027,0.0822778,0.497418
6029,0.0822609,0.497465
6031,0.0822795,0.497518
6033,0.0822525,0.497515
6035,0.0822436,0.497583
6037,0.0822263,0.497591
6039,0.0822295,0.497692
6041,0.0822194,0.497727
6043,0.0822085,0.497669
6045,0.0821952,0.49773
6047,0.0822033,0.497832
6049,0.0822012,0.497761
6051,0.082214,0.497647
6053,0.0821984,0.497679
6055,0.0821784,0.497719
6057,0.0822062,0.497726
6059,0.0821825,0.497697
6061,0.0821821,0.497786
6063,0.0821579,0.497758
6065,0.08216,0.497663
6067,0.0821674,0.497737
6069,0.0821887,0.497859
6071,0.0821718,0.497803
6073,0.0821553,0.497855
6075,0.0821463,0.497811
6077,0.0821292,0.497773
6079,0.0821653,0.497782
6081,0.0821483,0.497725
6083,0.0821665,0.497703
6085,0.0821752,0.497647
6087,0.0821849,0.497725
6089,0.0821868,0.497819
6091,0.0821616,0.497821
6093,0.0821594,0.497891
6095,0.0821708,0.497994
6097,0.0821896,0.498005
6099,0.0822029,0.49789
6101,0.0821811,0.497911
6103,0.082165,0.497869
6105,0.0821852,0.497746
