n,alpha,mean
4093,0.0848572,0.493198
4095,0.0848417,0.493293
4097,0.0848923,0.493288
4099,0.0848706,0.493346
4101,0.0848583,0.493444
4103,0.084858,0.493437
4105,0.0848298,0.493433
4107,0.0848387,0.49359
4109,0.084832,0.493482
4111,0.0848141,0.49344
4113,0.084825,0.493582
4115,0.0848561,0.493586
4117,0.084849,0.493623
4119,0.0848657,0.493456
4121,0.084848,0.4934
4123,0.084877,0.493216
4125,0.0849025,0.493249
4127,0.0849038,0.493201
4129,0.084952,0.493229
4131,0.0849731,0.493401
4133,0.0849818,0.493346
4135,0.0849491,0.493327
4137,0.0849128,0.493279
4139,0.0849009,0.493203
4141,0.084901,0.493343
4143,0.084889,0.493461
4145,0.0848807,0.493521
4147,0.0848555,0.493606
4149,0.0848437,0.493721
4151,0.0848483,0.493744
4153,0.0849174,0.493974
4155,0.084905,0.493864
4157,0.0849546,0.493845
4159,0.0849555,0.493886
4161,0.0849662,0.493729
4163,0.0849595,0.493852
4165,0.0849454,0.493739
4167,0.0849395,0.493699
4169,0.0849126,0.493687
4171,0.0848945,0.493604
4173,0.0849428,0.493602
4175,0.0849238,0.493519
4177,0.0849281,0.493665
4179,0.0849159,0.49357
4181,0.0849402,0.493722
4183,0.0849104,0.493792
4185,0.0849741,0.493791
4187,0.0849835,0.493945
4189,0.0850305,0.49374
4191,0.0850222,0.493719
4193,0.0849965,0.493639
4195,0.0850101,0.493536
4197,0.0849982,0.493492
4199,0.0849898,0.493369
4201,0.0849516,0.493341
4203,0.0849232,0.493403
4205,0.0849316,0.493461
4207,0.0849876,0.493479
4209,0.0849925,0.493452
4211,0.0849563,0.493427
4213,0.0849682,0.49327
4215,0.0850205,0.493288
4217,0.0850149,0.493286
4219,0.0850329,0.493336
4221,0.0850269,0.493453
4223,0.0850203,0.493356
4225,0.0850342,0.493239
4227,0.0850055,0.493313
4229,0.0850036,0.493437
4231,0.0850359,0.493448
4233,0.0850123,0.493423
4235,0.0849802,0.493481
4237,0.0849453,0.493524
4239,0.0849234,0.493511
4241,0.0849247,0.493503
4243,0.0849289,0.493633
4245,0.0848952,0.493631
4247,0.0849161,0.493772
4249,0.0849239,0.493843
4251,0.0849339,0.493861
4253,0.0849028,0.493836
4255,0.0848711,0.493817
4257,0.0849086,0.494002
4259,0.0848868,0.493925
4261,0.084908,0.493923
4263,0.0849041,0.49385
4265,0.0848966,0.493846
4267,0.0848763,0.493841
4269,0.0848732,0.493892
4271,0.0848387,0.493938
4273,0.0848212,0.493874
4275,0.0848205,0.493978
4277,0.084802,0.494056
4279,0.0847887,0.493977
4281,0.0847544,0.493934
4283,0.0847716,0.493793
4285,0.0847482,0.493879
4287,0.0847115,0.493894
4289,0.0847047,0.494013
4291,0.0847027,0.494115
4293,0.0847112,0.494212
4295,0.084686,0.494292
4297,0.0846615,0.494297
4299,0.0846763,0.49442
4301,0.0846445,0.494469
4303,0.0846493,0.494325
4305,0.0846319,0.494426
4307,0.0846292,0.494337
4309,0.0846074,0.4943
4311,0.0845839,0.494385
4313,0.0846397,0.494381
4315,0.0846136,0.494455
4317,0.0845955,0.494465
4319,0.0846028,0.494344
4321,0.0846434,0.494363
4323,0.0846919,0.494367
4325,0.084656,0.494367
4327,0.0846714,0.494335
4329,0.0846847,0.494486
4331,0.0846515,0.494537
4333,0.0846474,0.494557
4335,0.0846802,0.494732
4337,0.0846738,0.494824
4339,0.0846504,0.494882
4341,0.0846389,0.494795
4343,0.0846026,0.494762
4345,0.0846127,0.494612
4347,0.0846703,0.494594
4349,0.0846761,0.494485
4351,0.0846456,0.494465
4353,0.0846745,0.494299
4355,0.0846426,0.494315
4357,0.0846327,0.494375
4359,0.0846081,0.494434
4361,0.084626,0.494273
4363,0.0845957,0.494214
4365,0.0846407,0.494225
4367,0.0846045,0.494195
4369,0.0846494,0.49439
4371,0.0846293,0.49431
4373,0.0846464,0.494243
4375,0.0846497,0.494253
4377,0.0846591,0.494402
4379,0.0846619,0.494268
4381,0.0846567,0.494345
4383,0.0846812,0.494515
4385,0.0846535,0.494566
4387,0.0846252,0.494533
4389,0.0846468,0.494696
4391,0.0846595,0.494553
4393,0.0846669,0.494679
4395,0.0846609,0.494761
4397,0.0846648,0.494895
4399,0.0825532,0.501949
4401,0.0825254,0.501884
4403,0.0825062,0.501812
4405,0.0825051,0.501936
4407,0.0824724,0.501937
4409,0.0824621,0.501864
4411,0.0825129,0.501878
4413,0.0825246,0.502024
4415,0.0825758,0.502014
4417,0.0825964,0.502097
4419,0.0826195,0.502262
4421,0.0826359,0.502417
4423,0.0826411,0.502284
4425,0.0826312,0.502293
4427,0.082634,0.502411
4429,0.0826158,0.502395
4431,0.0826252,0.502515
4433,0.0826342,0.502395
4435,0.0826329,0.502521
4437,0.0826275,0.502402
4439,0.0825961,0.502352
4441,0.0825775,0.502367
4443,0.0825441,0.502399
4445,0.082546,0.502317
4447,0.0825494,0.502234
4449,0.0825543,0.502315
4451,0.0825699,0.502462
4453,0.0825557,0.502363
4455,0.0825467,0.502462
4457,0.0825796,0.502404
4459,0.0825718,0.50229
4461,0.0825598,0.502198
4463,0.0825505,0.50227
4465,0.0825212,0.502326
4467,0.082529,0.502344
4469,0.0825251,0.502448
4471,0.0825024,0.502422
4473,0.0825244,0.502581
4475,0.0825552,0.502414
4477,0.0825435,0.502445
4479,0.0825549,0.502303
4481,0.0825835,0.502138
4483,0.0826016,0.502262
4485,0.082602,0.502284
4487,0.0826021,0.502157
4489,0.0825689,0.502153
4491,0.0825864,0.502268
4493,0.0825544,0.50226
4495,0.0825415,0.502179
4497,0.0825596,0.502121
4499,0.0826111,0.50211
4501,0.0825929,0.502019
4503,0.0825747,0.501962
4505,0.0825912,0.501934
4507,0.0825715,0.50186
4509,0.0825426,0.501839
4511,0.0825369,0.501954
4513,0.0825141,0.501968
4515,0.0824846,0.501968
4517,0.0824489,0.501987
4519,0.0824777,0.50199
4521,0.0824869,0.502071
4523,0.0824829,0.501993
4525,0.0824681,0.502078
4527,0.0824676,0.502201
4529,0.0824543,0.502205
4531,0.0824347,0.502279
4533,0.0824523,0.502136
4535,0.0824616,0.50212
4537,0.0825157,0.501921
4539,0.0824862,0.501974
4541,0.0824639,0.501896
4543,0.0824375,0.501934
4545,0.08248,0.501901
4547,0.0824501,0.501876
4549,0.0824329,0.501791
4551,0.0824094,0.501793
4553,0.0823972,0.50189
4555,0.082391,0.501961
4557,0.0823592,0.501951
4559,0.0823377,0.501944
4561,0.0823492,0.50181
4563,0.0823321,0.501723
4565,0.0823491,0.501592
4567,0.0823135,0.501585
4569,0.0823577,0.501398
4571,0.0823569,0.50129
4573,0.0823243,0.501287
4575,0.0823242,0.501181
4577,0.0822903,0.501151
4579,0.082322,0.50132
4581,0.0822969,0.501388
4583,0.0822954,0.501272
4585,0.0823125,0.501152
4587,0.0823165,0.501283
4589,0.0823195,0.501213
4591,0.0823199,0.501299
4593,0.0823204,0.501274
4595,0.0822957,0.501233
4597,0.0822923,0.501352
4599,0.0823289,0.501524
4601,0.0823603,0.501525
4603,0.0823539,0.501415
4605,0.082335,0.501412
4607,0.0823418,0.501374
4609,0.0823256,0.501465
4611,0.0823298,0.501538
4613,0.0823422,0.501405
4615,0.082334,0.501514
4617,0.0823373,0.501429
4619,0.082309,0.501482
4621,0.0823167,0.501414
4623,0.0822991,0.501491
4625,0.0823095,0.501631
4627,0.0822817,0.501602
4629,0.0822584,0.501593
4631,0.0822283,0.50157
4633,0.0821944,0.501562
4635,0.0822167,0.501554
4637,0.0822069,0.50164
4639,0.0821888,0.501599
4641,0.082194,0.501468
4643,0.0822133,0.501374
4645,0.0822083,0.501366
4647,0.0821887,0.501284
4649,0.0821991,0.501323
4651,0.0822437,0.501508
4653,0.0822569,0.501619
4655,0.082244,0.501715
4657,0.0822637,0.501799
4659,0.08228,0.501662
4661,0.0822588,0.501658
4663,0.0822369,0.501727
4665,0.0822201,0.501652
4667,0.0822537,0.501632
4669,0.0823093,0.501649
4671,0.0822925,0.501623
4673,0.0822767,0.501596
4675,0.0822621,0.501651
4677,0.0822587,0.501548
4679,0.0822426,0.501637
4681,0.0822631,0.501583
4683,0.0822799,0.501492
4685,0.0822717,0.501385
4687,0.0822586,0.501478
4689,0.0822706,0.501339
4691,0.0822441,0.501391
4693,0.0822358,0.501405
4695,0.0822629,0.501466
4697,0.082266,0.501436
4699,0.082284,0.501389
4701,0.0822733,0.50137
4703,0.0822847,0.50146
4705,0.0822713,0.501483
4707,0.0822826,0.501618
4709,0.0822877,0.501737
4711,0.0822966,0.501808
4713,0.0823103,0.501879
4715,0.0823225,0.502002
4717,0.082318,0.50199
4719,0.0822943,0.501932
4721,0.0823323,0.502106
4723,0.0823533,0.502029
4725,0.08234,0.501933
4727,0.0823576,0.502062
4729,0.0823308,0.502087
4731,0.0823101,0.502164
4733,0.0822846,0.502174
4735,0.0822908,0.502138
4737,0.0823041,0.502026
4739,0.0822748,0.501982
4741,0.0822711,0.502092
4743,0.0822865,0.501955
4745,0.0822837,0.501966
4747,0.0823073,0.501901
4749,0.0823689,0.502102
4751,0.0823594,0.502166
4753,0.0823651,0.50225
4755,0.08235,0.502181
4757,0.0823619,0.502153
4759,0.0823684,0.502022
4761,0.0823831,0.502165
4763,0.0823974,0.50217
4765,0.0824101,0.502281
4767,0.0824584,0.502259
4769,0.0824824,0.502119
4771,0.0824593,0.502128
4773,0.0824529,0.502091
4775,0.0824771,0.502241
4777,0.0824785,0.502313
4779,0.0825257,0.502497
4781,0.0824942,0.502463
4783,0.0824781,0.502481
4785,0.0824936,0.502509
4787,0.0824653,0.502551
4789,0.0824463,0.502563
4791,0.0824679,0.502562
4793,0.0824459,0.50263
4795,0.0824425,0.50252
4797,0.0824352,0.502497
4799,0.0824307,0.50247
4801,0.0823969,0.502483
4803,0.0823736,0.502501
4805,0.0823867,0.502361
4807,0.0823907,0.502314
4809,0.0823621,0.50236
4811,0.0824235,0.502356
4813,0.0824382,0.502326
4815,0.0824634,0.502182
4817,0.0825047,0.502357
4819,0.0824823,0.502357
4821,0.0824493,0.502379
4823,0.082437,0.502304
4825,0.0824304,0.502311
4827,0.0824439,0.502373
4829,0.0824559,0.502476
4831,0.0824266,0.502508
4833,0.0824759,0.502322
4835,0.0824716,0.502212
4837,0.0824887,0.502222
4839,0.0824707,0.502246
4841,0.0824397,0.502228
4843,0.0824187,0.502299
4845,0.0824555,0.502129
4847,0.0824511,0.502082
4849,0.0824558,0.502119
4851,0.0824223,0.502104
4853,0.0824518,0.502264
4855,0.0824552,0.502208
4857,0.0824788,0.502352
4859,0.0824937,0.502299
4861,0.0824685,0.502343
4863,0.0824547,0.502296
4865,0.0824352,0.502327
4867,0.0824618,0.502484
4869,0.082455,0.50238
4871,0.0824476,0.50248
4873,0.0824179,0.502478
4875,0.0823971,0.502515
4877,0.0824027,0.502412
4879,0.0824071,0.502453
4881,0.0823806,0.502399
4883,0.0823797,0.502393
4885,0.0823551,0.502335
4887,0.0823745,0.502198
4889,0.0823477,0.502145
4891,0.0823568,0.502273
4893,0.082399,0.50227
4895,0.0823854,0.502329
4897,0.0823646,0.502257
4899,0.0823455,0.50233
4901,0.0823135,0.502318
4903,0.0823097,0.502227
4905,0.0823249,0.502368
4907,0.0823328,0.502391
4909,0.0823538,0.502535
4911,0.0823279,0.502509
4913,0.082328,0.502399
4915,0.0822952,0.502392
4917,0.0822943,0.502506
4919,0.0822895,0.502426
4921,0.0822943,0.502301
4923,0.0823196,0.502153
4925,0.0823136,0.502079
4927,0.0823194,0.501983
4929,0.0823257,0.50211
4931,0.0823318,0.501995
4933,0.0823143,0.501943
4935,0.0823248,0.501844
4937,0.0822981,0.501793
4939,0.0822792,0.501718
4941,0.0822996,0.501709
4943,0.0822848,0.501691
4945,0.0822927,0.501562
4947,0.0823011,0.501685
4949,0.0823365,0.501521
4951,0.0823647,0.501367
4953,0.0823721,0.501256
4955,0.0823395,0.50125
4957,0.0823074,0.501266
4959,0.0823243,0.501344
4961,0.0823345,0.501221
4963,0.082314,0.501279
4965,0.0822978,0.501243
4967,0.0823157,0.501359
4969,0.0823097,0.501446
4971,0.0822888,0.501455
4973,0.0823111,0.501398
4975,0.0823457,0.501562
4977,0.0823339,0.501531
4979,0.0823328,0.501533
4981,0.0823414,0.501663
4983,0.0823272,0.501587
4985,0.0823531,0.501741
4987,0.0823303,0.50178
4989,0.0823091,0.501799
4991,0.0823108,0.501912
4993,0.0822969,0.501992
4995,0.08228,0.501918
4997,0.0822908,0.50205
4999,0.0822618,0.502011
5001,0.0822462,0.502094
5003,0.0822457,0.501993
5005,0.082264,0.501955
5007,0.0822846,0.501999
5009,0.0823004,0.501948
5011,0.0822878,0.501889
5013,0.0822856,0.501985
5015,0.0822776,0.502084
5017,0.0822453,0.50207
5019,0.0822526,0.502092
5021,0.0822731,0.501947
5023,0.0822821,0.502051
5025,0.0822788,0.502157
5027,0.0822521,0.502139
5029,0.0822331,0.502211
5031,0.0822547,0.502271
5033,0.082253,0.502185
5035,0.0822447,0.502168
5037,0.0822762,0.502194
5039,0.0822921,0.502203
5041,0.0823106,0.502078
5043,0.0823107,0.502134
5045,0.0823502,0.502151
5047,0.0823235,0.502173
5049,0.0823251,0.502268
5051,0.0823098,0.502278
5053,0.0823529,0.50226
5055,0.0823391,0.502346
5057,0.0823587,0.502293
5059,0.0823379,0.502225
5061,0.082326,0.502237
5063,0.0823139,0.502214
5065,0.0822866,0.50217
5067,0.0822563,0.502174
5069,0.0822322,0.502162
5071,0.082205,0.502123
5073,0.0822408,0.502285
5075,0.0822602,0.502319
5077,0.0823036,0.502492
5079,0.0822738,0.502478
5081,0.0822697,0.502582
5083,0.0822694,0.502604
5085,0.082282,0.502716
5087,0.0822582,0.502694
5089,0.0823067,0.502674
5091,0.082292,0.502755
5093,0.0822833,0.502661
5095,0.0822995,0.50278
5097,0.0822748,0.5028
5099,0.0823061,0.502647
5101,0.082322,0.502589
5103,0.0823414,0.502464
5105,0.0823109,0.502487
5107,0.0823182,0.502574
5109,0.0822909,0.502543
5111,0.0823064,0.502417
5113,0.0823192,0.502295
5115,0.0823151,0.502259
5117,0.0823029,0.502265
5119,0.0823222,0.502317
5121,0.0822971,0.502369
5123,0.0823283,0.502351
5125,0.082376,0.502347
5127,0.082347,0.502368
5129,0.0823224,0.502398
5131,0.0822941,0.502424
5133,0.0823133,0.502494
5135,0.0823112,0.502572
5137,0.082281,0.502582
5139,0.0822839,0.502481
5141,0.0822707,0.502528
5143,0.0822658,0.502581
5145,0.0822479,0.502645
5147,0.0822546,0.502562
5149,0.0822297,0.502524
5151,0.0822426,0.502584
5153,0.0822403,0.502492
5155,0.0822639,0.502469
5157,0.0822407,0.502418
5159,0.0822486,0.502535
5161,0.0822686,0.502598
5163,0.0822422,0.502553
5165,0.0822501,0.502602
5167,0.082265,0.502636
5169,0.08224,0.502642
5171,0.0822718,0.502489
5173,0.082274,0.502395
5175,0.0823042,0.502377
5177,0.0823214,0.502488
5179,0.0823286,0.50253
5181,0.0823426,0.502402
5183,0.0823384,0.5023
5185,0.0823453,0.502252
5187,0.0823522,0.502133
5189,0.0823648,0.502201
5191,0.0823789,0.502086
5193,0.0823554,0.502036
5195,0.082338,0.502108
5197,0.0823562,0.502176
5199,0.0823372,0.502236
5201,0.0823107,0.502279
5203,0.0823266,0.502408
5205,0.0823885,0.502219
5207,0.0824035,0.502141
5209,0.0823732,0.502155
5211,0.0823523,0.502152
5213,0.0823349,0.50222
5215,0.0823297,0.502275
5217,0.0823303,0.502241
5219,0.0823345,0.502166
5221,0.0823342,0.502104
5223,0.0823049,0.502076
5225,0.0823371,0.501924
5227,0.0823477,0.501814
5229,0.0823383,0.501774
5231,0.0823523,0.501765
5233,0.0823724,0.501627
5235,0.0823569,0.501583
5237,0.0823846,0.501433
5239,0.0823718,0.501412
5241,0.0823444,0.501449
5243,0.0823213,0.501394
5245,0.0823302,0.50127
5247,0.0823407,0.501396
5249,0.0823189,0.501336
5251,0.0823223,0.501403
5253,0.0823298,0.501461
5255,0.0823591,0.501611
5257,0.0823571,0.501696
5259,0.0823419,0.50171
5261,0.0823107,0.501705
5263,0.082288,0.501755
5265,0.0822851,0.501691
5267,0.0822903,0.501795
5269,0.0822934,0.501683
5271,0.0822989,0.501716
5273,0.082279,0.501779
5275,0.0822842,0.501808
5277,0.0823026,0.501788
5279,0.0823065,0.501762
5281,0.08228,0.50178
5283,0.0822522,0.501771
5285,0.082266,0.501663
5287,0.0822412,0.501648
5289,0.0822235,0.501642
5291,0.0822154,0.501666
5293,0.0822367,0.501671
5295,0.0822127,0.501709
5297,0.0822289,0.501601
5299,0.0822145,0.501523
5301,0.0821872,0.50156
5303,0.0821871,0.501455
5305,0.0821706,0.501391
5307,0.0821993,0.501243
5309,0.0821989,0.501323
5311,0.0822296,0.501351
5313,0.0822104,0.501407
5315,0.0821844,0.501395
5317,0.0821832,0.501366
5319,0.0821744,0.501294
5321,0.0821467,0.501267
5323,0.082127,0.501224
5325,0.0821121,0.50125
5327,0.0820997,0.501173
5329,0.0820871,0.501122
5331,0.082074,0.5012
5333,0.0820825,0.50119
5335,0.082089,0.501087
5337,0.0820845,0.500988
5339,0.0820663,0.501021
5341,0.0820607,0.500975
5343,0.0820468,0.501054
5345,0.0820533,0.500948
5347,0.0820316,0.500908
5349,0.082016,0.500949
5351,0.0820482,0.50097
5353,0.0820665,0.500998
5355,0.0820482,0.500992
5357,0.0820882,0.501154
5359,0.0820836,0.501128
5361,0.0820597,0.50108
5363,0.0820675,0.501177
5365,0.0821058,0.501018
5367,0.0821175,0.501075
5369,0.0820998,0.501009
5371,0.0820998,0.50092
5373,0.0821334,0.501071
5375,0.0821346,0.50097
5377,0.0821366,0.501027
5379,0.0821352,0.501127
5381,0.0821446,0.501249
5383,0.0821486,0.501361
5385,0.0821583,0.501275
5387,0.0822039,0.501107
5389,0.0821887,0.501134
5391,0.0821919,0.501134
5393,0.0822151,0.500993
5395,0.0822019,0.500917
5397,0.0821978,0.500823
5399,0.0821693,0.500826
5401,0.0821531,0.500898
5403,0.0821523,0.500999
5405,0.0821623,0.501087
5407,0.0821726,0.500986
5409,0.0821735,0.501034
5411,0.0821878,0.500907
5413,0.0822007,0.501026
5415,0.0822242,0.50116
5417,0.0822302,0.501068
5419,0.0822323,0.501177
5421,0.0822603,0.501322
5423,0.0822653,0.501422
5425,0.0823089,0.501442
5427,0.0824514,0.499183
5429,0.0824415,0.499137
5431,0.082446,0.499026
5433,0.0824589,0.49896
5435,0.0824957,0.498953
5437,0.082496,0.498851
5439,0.0825496,0.499027
5441,0.0825841,0.499026
5443,0.0825858,0.498923
5445,0.0826283,0.499086
5447,0.0826463,0.498956
5449,0.0826228,0.498923
5451,0.0826374,0.498975
5453,0.0826486,0.498991
5455,0.0826499,0.498896
5457,0.0826591,0.498793
5459,0.0826645,0.498894
5461,0.0826525,0.498849
5463,0.0826531,0.498837
5465,0.082642,0.498814
5467,0.0826252,0.498769
5469,0.0826272,0.49877
5471,0.0826053,0.49881
5473,0.0825867,0.498792
5475,0.0826154,0.498648
5477,0.0825978,0.498625
5479,0.0826062,0.498508
5481,0.0825777,0.498532
5483,0.0825797,0.498446
5485,0.0825632,0.498489
5487,0.0825521,0.498555
5489,0.0825444,0.498614
5491,0.0825163,0.498587
5493,0.082508,0.49856
5495,0.0825053,0.498645
5497,0.0825163,0.498767
5499,0.0824921,0.498776
5501,0.0825328,0.498763
5503,0.0825133,0.498702
5505,0.0824854,0.498687
5507,0.0824798,0.498617
5509,0.0824627,0.498684
5511,0.0824574,0.49859
5513,0.0824414,0.49852
5515,0.0824542,0.498467
5517,0.0824551,0.498469
5519,0.0824527,0.498561
5521,0.082436,0.498558
5523,0.0824464,0.498449
5525,0.0824204,0.498474
5527,0.0824093,0.498395
5529,0.0823823,0.498409
5531,0.0823965,0.498495
5533,0.0823706,0.498472
5535,0.0823938,0.49844
5537,0.0823855,0.498442
5539,0.0823767,0.498365
5541,0.0823887,0.498438
5543,0.0823732,0.498415
5545,0.0823637,0.498425
5547,0.0823423,0.498398
5549,0.0823343,0.498337
5551,0.0823384,0.498226
5553,0.08232,0.498174
5555,0.0823262,0.498259
5557,0.0823356,0.498374
5559,0.0823178,0.49831
5561,0.0823005,0.498245
5563,0.0823166,0.498373
5565,0.0822928,0.498419
5567,0.0822963,0.498471
5569,0.0823238,0.498464
5571,0.0823309,0.498578
5573,0.082303,0.498563
5575,0.0823115,0.49845
5577,0.0822909,0.498466
5579,0.0822965,0.49847
5581,0.082308,0.498393
5583,0.0823249,0.498461
5585,0.0823347,0.498495
5587,0.0823591,0.498515
5589,0.0823473,0.498493
5591,0.0823608,0.49841
5593,0.0823347,0.498387
5595,0.0823552,0.49839
5597,0.0823826,0.498528
5599,0.0823764,0.498595
5601,0.0823797,0.498625
5603,0.0823608,0.498642
5605,0.0823556,0.498732
5607,0.0823323,0.49874
5609,0.0823188,0.498682
5611,0.0823017,0.498742
5613,0.0823124,0.498825
5615,0.0823062,0.498916
5617,0.0823088,0.499016
5619,0.082314,0.4991
5621,0.0823137,0.499165
5623,0.0822863,0.499156
5625,0.0822769,0.499201
5627,0.0822644,0.499262
5629,0.0822852,0.499132
5631,0.0822905,0.499088
5633,0.0822685,0.499038
5635,0.0822772,0.498951
5637,0.0822915,0.498827
5639,0.0822655,0.498795
5641,0.082279,0.498725
5643,0.0823047,0.498586
5645,0.0823425,0.498738
5647,0.0823598,0.498866
5649,0.0823457,0.498926
5651,0.0823186,0.4989
5653,0.0823363,0.498936
5655,0.0823609,0.498923
5657,0.0823366,0.498881
5659,0.0823346,0.498965
5661,0.0823064,0.498962
5663,0.0822972,0.499044
5665,0.0823202,0.499055
5667,0.0823374,0.499041
5669,0.0823291,0.498956
5671,0.0823226,0.499016
5673,0.0823058,0.498994
5675,0.0823215,0.499028
5677,0.0823072,0.499076
5679,0.0823422,0.498927
5681,0.0823144,0.498946
5683,0.0823044,0.498999
5685,0.0822809,0.498965
5687,0.0823024,0.499098
5689,0.0822953,0.499184
5691,0.0822881,0.499114
5693,0.0822893,0.499017
5695,0.0823055,0.499047
5697,0.0822965,0.499052
5699,0.0822727,0.499031
5701,0.0823052,0.499174
5703,0.0822882,0.499114
5705,0.0822647,0.499074
5707,0.082266,0.499149
5709,0.0822649,0.499107
5711,0.0822774,0.49922
5713,0.0822693,0.499147
5715,0.0822444,0.499177
5717,0.0822266,0.499206
5719,0.0821982,0.499197
5721,0.0822192,0.499224
5723,0.0821925,0.499247
5725,0.0821962,0.499178
5727,0.0821838,0.499197
5729,0.0821913,0.499089
5731,0.0821972,0.499119
5733,0.0822067,0.499155
5735,0.0821823,0.499136
5737,0.0821912,0.49908
5739,0.0821833,0.499082
5741,0.0821761,0.499063
5743,0.0821697,0.499116
5745,0.082183,0.499219
5747,0.082158,0.499194
5749,0.0821743,0.499264
5751,0.0821641,0.499336
5753,0.0821711,0.499397
5755,0.0822071,0.499249
5757,0.08224,0.499394
5759,0.0822278,0.499322
5761,0.0822528,0.499364
5763,0.0822534,0.499437
5765,0.08226,0.499364
5767,0.0822622,0.499263
5769,0.082261,0.499197
5771,0.0822757,0.499318
5773,0.0822593,0.499331
5775,0.0822389,0.499328
5777,0.0822376,0.499237
5779,0.082225,0.499311
5781,0.0822191,0.499248
5783,0.0822254,0.499148
5785,0.082226,0.499214
5787,0.0822474,0.499204
5789,0.0822225,0.499173
5791,0.0822281,0.499076
5793,0.0822076,0.499124
5795,0.0822014,0.499037
5797,0.0821764,0.499066
5799,0.0821605,0.499087
5801,0.0821757,0.498972
5803,0.0821598,0.499023
5805,0.0821533,0.498991
5807,0.0821901,0.499004
5809,0.0821831,0.499023
5811,0.0821623,0.49905
5813,0.0821773,0.498936
5815,0.0821641,0.498891
5817,0.0821386,0.498915
5819,0.082169,0.498904
5821,0.082195,0.498768
5823,0.0821908,0.498769
5825,0.0821709,0.498808
5827,0.0821877,0.498868
5829,0.0821996,0.498766
5831,0.0822298,0.498624
5833,0.0822086,0.498673
5835,0.0822077,0.498697
5837,0.0822292,0.498825
5839,0.0822361,0.498719
5841,0.0822561,0.498841
5843,0.0822644,0.498774
5845,0.0823054,0.498621
5847,0.0822883,0.498581
5849,0.082275,0.498585
5851,0.0822632,0.498617
5853,0.082239,0.49863
5855,0.0822321,0.49858
5857,0.0822261,0.498528
5859,0.0822159,0.498474
5861,0.0822197,0.498563
5863,0.0822031,0.498534
5865,0.0822154,0.498419
5867,0.0822491,0.498402
5869,0.0822788,0.498263
5871,0.0822872,0.49825
5873,0.0822919,0.498217
5875,0.0823069,0.498208
5877,0.0823244,0.498185
5879,0.0822997,0.498211
5881,0.0823108,0.49811
5883,0.0823056,0.498129
5885,0.0823043,0.498219
5887,0.0823289,0.49835
5889,0.0823027,0.498328
5891,0.082321,0.498381
5893,0.082336,0.498263
5895,0.0823417,0.498296
5897,0.0823304,0.498314
5899,0.0823104,0.498263
5901,0.0823106,0.498324
5903,0.0823423,0.498185
5905,0.0823748,0.498209
5907,0.0824038,0.498222
5909,0.0824208,0.498192
5911,0.0823941,0.498173
5913,0.0823924,0.498267
5915,0.0823764,0.498218
5917,0.0823665,0.498184
5919,0.0823871,0.498065
5921,0.0823718,0.498053
5923,0.0823573,0.498062
5925,0.0823426,0.498018
5927,0.082375,0.497996
5929,0.0823917,0.498051
5931,0.0824023,0.498071
5933,0.0823913,0.498101
5935,0.0824247,0.498245
5937,0.0824368,0.498144
5939,0.0824358,0.498199
5941,0.0824268,0.498222
5943,0.0824225,0.498299
5945,0.0824499,0.498163
5947,0.0824603,0.498124
5949,0.0824439,0.498063
5951,0.0824558,0.498172
5953,0.0824676,0.498115
5955,0.0824655,0.498082
5957,0.0824533,0.49807
5959,0.0824781,0.498109
5961,0.0825036,0.49798
5963,0.0825148,0.497968
5965,0.0825264,0.497907
5967,0.0825474,0.498029
5969,0.0825561,0.497978
5971,0.0825504,0.498021
5973,0.0825714,0.498063
5975,0.0825741,0.497983
5977,0.0825499,0.497961
5979,0.0825384,0.498031
5981,0.0825327,0.498088
5983,0.0825062,0.498099
5985,0.0824901,0.498057
5987,0.0824768,0.498123
5989,0.0824801,0.498212
5991,0.0825234,0.498365
5993,0.082539,0.498359
5995,0.0825203,0.498387
5997,0.0825136,0.498323
5999,0.0825021,0.49826
6001,0.0825167,0.498249
6003,0.0825502,0.498107
6005,0.0825515,0.498036
6007,0.0825424,0.497972
6009,0.0825896,0.498129
6011,0.0826129,0.498119
6013,0.0825904,0.498133
6015,0.0825984,0.498179
6017,0.0826339,0.498323
6019,0.0826279,0.498406
6021,0.0826078,0.498453
6023,0.0825893,0.498479
6025,0.0825783,0.498521
6027,0.0826086,0.498658
6029,0.082617,0.498693
6031,0.0826465,0.498557
6033,0.0826588,0.498443
6035,0.0826708,0.49833
6037,0.0826567,0.498327
6039,0.0826381,0.49838
6041,0.0826295,0.498371
6043,0.0826067,0.498406
6045,0.0826075,0.498448
6047,0.0825914,0.498423
6049,0.0825932,0.498447
6051,0.0825986,0.498367
6053,0.082621,0.498491
6055,0.0826313,0.498601
6057,0.0826281,0.498598
6059,0.082632,0.498576
6061,0.082663,0.498565
6063,0.0826741,0.498453
6065,0.0826827,0.498349
6067,0.082672,0.49837
6069,0.0826836,0.498461
6071,0.0826719,0.498506
6073,0.0826897,0.498457
6075,0.0826956,0.498377
6077,0.0827271,0.49837
6079,0.0827171,0.498381
6081,0.0826971,0.498333
6083,0.0826893,0.498255
6085,0.08271,0.498129
6087,0.0827135,0.498039
6089,0.0827243,0.498151
6091,0.0827239,0.498216
6093,0.0827077,0.498275
6095,0.0827268,0.498252
6097,0.0827309,0.498307
6099,0.0827048,0.498319
6101,0.0827138,0.498226
6103,0.0827228,0.498123
