n,alpha,mean
4099,0.082291,0.494179
4101,0.0822802,0.494073
4103,0.082326,0.494113
4105,0.082352,0.493952
4107,0.082341,0.493979
4109,0.0823517,0.494126
4111,0.0823159,0.494114
4113,0.0823295,0.494273
4115,0.0823041,0.494324
4117,0.0822892,0.494412
4119,0.0823079,0.494415
4121,0.0823134,0.494291
4123,0.0822875,0.494251
4125,0.0823339,0.494292
4127,0.0823337,0.494196
4129,0.0823415,0.494047
4131,0.0823263,0.493938
4133,0.0823075,0.493911
4135,0.0822733,0.493937
4137,0.0822521,0.494018
4139,0.0822135,0.493997
4141,0.0821978,0.494061
4143,0.0822284,0.493882
4145,0.0821971,0.493927
4147,0.0822261,0.493971
4149,0.0822171,0.494
4151,0.0821843,0.493942
4153,0.0822107,0.493978
4155,0.0821972,0.493943
4157,0.0822091,0.493904
4159,0.0821977,0.493889
4161,0.0822648,0.494115
4163,0.082229,0.494149
4165,0.0822646,0.494189
4167,0.0822549,0.494194
4169,0.0822369,0.494295
4171,0.0822394,0.494154
4173,0.082213,0.494097
4175,0.0822017,0.493993
4177,0.0821847,0.494018
4179,0.0821923,0.49389
4181,0.0822008,0.493868
4183,0.0821677,0.493819
4185,0.0821781,0.493768
4187,0.08216,0.493849
4189,0.0821602,0.493865
4191,0.0821977,0.493821
4193,0.08218,0.493757
4195,0.0821454,0.49371
4197,0.0821132,0.493749
4199,0.0821229,0.493598
4201,0.0820926,0.493533
4203,0.0820845,0.493588
4205,0.0820678,0.493686
4207,0.0820881,0.493544
4209,0.0820871,0.493428
4211,0.0820638,0.493358
4213,0.0820892,0.493371
4215,0.0820816,0.493476
4217,0.0821295,0.493501
4219,0.0821154,0.493604
4221,0.0820858,0.493609
4223,0.0820496,0.493645
4225,0.082093,0.493684
4227,0.0821085,0.493828
4229,0.0821148,0.493768
4231,0.0821683,0.493975
4233,0.0821442,0.493907
4235,0.082173,0.49389
4237,0.082216,0.493859
4239,0.0822097,0.493765
4241,0.082228,0.493802
4243,0.0821958,0.493747
4245,0.0822277,0.493926
4247,0.082223,0.493931
4249,0.0822598,0.493919
4251,0.0822229,0.493921
4253,0.0822146,0.493841
4255,0.0822435,0.494003
4257,0.0822851,0.49402
4259,0.08227,0.494047
4261,0.082303,0.493868
4263,0.0822816,0.493928
4265,0.0822461,0.493941
4267,0.0822087,0.49395
4269,0.0822226,0.493827
4271,0.0821936,0.493891
4273,0.0822501,0.494102
4275,0.0822692,0.494057
4277,0.0822783,0.494106
4279,0.0822926,0.494221
4281,0.0823215,0.494045
4283,0.082293,0.494068
4285,0.0822763,0.493978
4287,0.0822489,0.493907
4289,0.0822253,0.493919
4291,0.0822286,0.493796
4293,0.0822577,0.493973
4295,0.0822543,0.49402
4297,0.0822181,0.493991
4299,0.0822388,0.494155
4301,0.0822038,0.494118
4303,0.0821702,0.494105
4305,0.082141,0.4941
4307,0.0821519,0.493953
4309,0.0821596,0.494081
4311,0.082178,0.493922
4313,0.0821522,0.493996
4315,0.082168,0.494151
4317,0.0822129,0.493957
4319,0.082197,0.493861
4321,0.0821925,0.493893
4323,0.0821791,0.494
4325,0.082169,0.493943
4327,0.0821782,0.493869
4329,0.0822289,0.494069
4331,0.082192,0.494055
4333,0.0822101,0.493901
4335,0.082196,0.493995
4337,0.0822054,0.494134
4339,0.0821992,0.494242
4341,0.0822046,0.494149
4343,0.0821945,0.49413
4345,0.082165,0.494165
4347,0.0821725,0.494122
4349,0.0821442,0.494103
4351,0.0821504,0.493986
4353,0.0821373,0.494084
4355,0.0821484,0.494066
4357,0.0821352,0.493969
4359,0.0821036,0.493916
4361,0.0821465,0.493905
4363,0.0821379,0.493931
4365,0.08215,0.494059
4367,0.0821564,0.494186
4369,0.0821346,0.494247
4371,0.0821628,0.494081
4373,0.0821942,0.494257
4375,0.0821725,0.494198
4377,0.082143,0.494139
4379,0.082181,0.494185
4381,0.0821608,0.494168
4383,0.0821371,0.494095
4385,0.0821425,0.494005
4387,0.082152,0.493891
4389,0.0821273,0.493928
4391,0.0821305,0.494064
4393,0.0821033,0.49405
4395,0.082117,0.493903
4397,0.0821543,0.493949
4399,0.0821646,0.494089
4401,0.0821691,0.494067
4403,0.0821445,0.494134
4405,0.0821933,0.494145
4407,0.0821982,0.494044
4409,0.0821829,0.493944
4411,0.0821892,0.494038
4413,0.0821849,0.494132
4415,0.0821698,0.494087
4417,0.0821488,0.49401
4419,0.08219,0.493823
4421,0.0821879,0.493943
4423,0.0822428,0.494146
4425,0.0822587,0.494246
4427,0.0822408,0.494229
4429,0.0822794,0.494259
4431,0.0822567,0.494277
4433,0.0822665,0.494141
4435,0.0822432,0.494066
4437,0.0822597,0.493926
4439,0.0822609,0.49397
4441,0.0822318,0.493959
4443,0.0822384,0.493821
4445,0.0822198,0.493747
4447,0.0821978,0.493826
4449,0.0821844,0.493928
4451,0.0821659,0.493954
4453,0.0821366,0.494012
4455,0.0821478,0.49388
4457,0.0821171,0.493932
4459,0.0820931,0.494002
4461,0.082111,0.493967
4463,0.0821258,0.493825
4465,0.0821158,0.493765
4467,0.0821003,0.493686
4469,0.0821085,0.493735
4471,0.0820718,0.49374
4473,0.0820558,0.493832
4475,0.0820526,0.493943
4477,0.0820395,0.493846
4479,0.0820383,0.493931
4481,0.0820528,0.493782
4483,0.082039,0.493774
4485,0.0820355,0.493879
4487,0.0820142,0.493936
4489,0.0819979,0.493864
4491,0.0820466,0.493872
4493,0.0820141,0.493856
4495,0.0820402,0.493794
4497,0.0820479,0.493882
4499,0.0820729,0.494047
4501,0.0820537,0.494084
4503,0.0820245,0.494029
4505,0.082063,0.494058
4507,0.082043,0.493976
4509,0.0820265,0.493989
4511,0.0820046,0.493917
4513,0.0820152,0.494021
4515,0.0820344,0.494009
4517,0.0820644,0.494004
4519,0.0820449,0.493918
4521,0.0820166,0.493859
4523,0.0820287,0.49389
4525,0.0820209,0.493892
4527,0.081995,0.493956
4529,0.0819676,0.493997
4531,0.0819322,0.493994
4533,0.0819591,0.494161
4535,0.0819976,0.494137
4537,0.0820199,0.494127
4539,0.0820126,0.494028
4541,0.0820078,0.494137
4543,0.0819923,0.494217
4545,0.0819901,0.49418
4547,0.0819712,0.494151
4549,0.0819758,0.494256
4551,0.0819735,0.49435
4553,0.0819623,0.494369
4555,0.0819852,0.494333
4557,0.0820034,0.494198
4559,0.0819914,0.494301
4561,0.0819919,0.494328
4563,0.0819917,0.494302
4565,0.0820353,0.494118
4567,0.082064,0.494279
4569,0.0820873,0.494118
4571,0.0821277,0.494136
4573,0.082118,0.494241
4575,0.0821375,0.494391
4577,0.0821099,0.494331
4579,0.0821322,0.494349
4581,0.0821161,0.494348
4583,0.0821001,0.49443
4585,0.0820651,0.494439
4587,0.082034,0.494471
4589,0.0820387,0.494538
4591,0.0820357,0.49453
4593,0.08201,0.494536
4595,0.081995,0.494596
4597,0.0819802,0.494507
4599,0.0819618,0.494564
4601,0.0819655,0.494621
4603,0.0819582,0.494529
4605,0.0819465,0.494477
4607,0.0819912,0.49448
4609,0.0819695,0.494434
4611,0.0819802,0.494576
4613,0.0819924,0.4947
4615,0.0819601,0.494663
4617,0.0819937,0.494493
4619,0.0820348,0.494494
4621,0.0820308,0.494397
4623,0.0820559,0.49438
4625,0.0820295,0.494332
4627,0.082053,0.494492
4629,0.0820234,0.494529
4631,0.0820232,0.49457
4633,0.0820024,0.494638
4635,0.0820502,0.494668
4637,0.0820928,0.494669
4639,0.0820979,0.494566
4641,0.0821037,0.494613
4643,0.0820912,0.494514
4645,0.0820618,0.494552
4647,0.0820413,0.494632
4649,0.0820174,0.494699
4651,0.0820265,0.494672
4653,0.0820042,0.494739
4655,0.0820057,0.494613
4657,0.0820364,0.494604
4659,0.082047,0.494481
4661,0.0820281,0.494507
4663,0.0820168,0.494407
4665,0.0820277,0.494269
4667,0.0820382,0.494156
4669,0.0820115,0.494113
4671,0.0819793,0.494137
4673,0.0819612,0.494169
4675,0.0819902,0.494334
4677,0.0819576,0.494332
4679,0.0819553,0.494263
4681,0.0819501,0.494154
4683,0.0819656,0.494183
4685,0.0819632,0.49425
4687,0.0819736,0.49422
4689,0.0819631,0.49415
4691,0.0819727,0.494015
4693,0.0819432,0.493989
4695,0.0819134,0.49403
4697,0.0819274,0.494146
4699,0.0819281,0.494263
4701,0.081916,0.494186
4703,0.0819071,0.494255
4705,0.081916,0.494313
4707,0.0818985,0.49433
4709,0.0819087,0.494374
4711,0.0819113,0.494275
4713,0.0818852,0.494333
4715,0.0818999,0.494431
4717,0.0819353,0.494258
4719,0.0819193,0.494222
4721,0.0819044,0.494132
4723,0.0819109,0.494263
4725,0.0818849,0.494276
4727,0.081867,0.4942
4729,0.0818722,0.494083
4731,0.0818942,0.494064
4733,0.0818726,0.494026
4735,0.0818649,0.493993
4737,0.0818673,0.494055
4739,0.0818531,0.494124
4741,0.0818701,0.494259
4743,0.081878,0.494293
4745,0.081875,0.494397
4747,0.0818638,0.494496
4749,0.0819164,0.494687
4751,0.0819098,0.494583
4753,0.0819082,0.494468
4755,0.0819591,0.494658
4757,0.0819298,0.494637
4759,0.0819509,0.494655
4761,0.0819288,0.494592
4763,0.0819115,0.494677
4765,0.0819024,0.494717
4767,0.0819058,0.494839
4769,0.0818882,0.494866
4771,0.0818551,0.494855
4773,0.0818289,0.494799
4775,0.0818454,0.494935
4777,0.0818237,0.494872
4779,0.0818137,0.494846
4781,0.0818308,0.494925
4783,0.0818062,0.494938
4785,0.0818051,0.494827
4787,0.0817817,0.494893
4789,0.0817729,0.494992
4791,0.0817738,0.494926
4793,0.0817877,0.494793
4795,0.0818007,0.494932
4797,0.0817759,0.494994
4799,0.0817456,0.494994
4801,0.0817927,0.494812
4803,0.081787,0.494845
4805,0.0817531,0.494852
4807,0.0817447,0.494863
4809,0.0817937,0.495049
4811,0.0818113,0.495114
4813,0.0818191,0.49517
4815,0.081874,0.494978
4817,0.0818499,0.495042
4819,0.081834,0.495058
4821,0.0818073,0.495009
4823,0.0817745,0.494993
4825,0.0817613,0.494956
4827,0.0817418,0.494882
4829,0.0817771,0.495049
4831,0.0817736,0.495155
4833,0.0817771,0.495066
4835,0.081767,0.495015
4837,0.0817843,0.494902
4839,0.0817971,0.494965
4841,0.0817728,0.494904
4843,0.0817565,0.494819
4845,0.0817368,0.494811
4847,0.0817134,0.494746
4849,0.0817516,0.494751
4851,0.0817267,0.494755
4853,0.0817311,0.494651
4855,0.0817707,0.494627
4857,0.0817622,0.494525
4859,0.0817686,0.494402
4861,0.0817961,0.494431
4863,0.0818165,0.494475
4865,0.0818133,0.494384
4867,0.0818045,0.494441
4869,0.0817915,0.49439
4871,0.0818006,0.494456
4873,0.0817726,0.494491
4875,0.0817766,0.494368
4877,0.0817874,0.49448
4879,0.0817838,0.494555
4881,0.0817843,0.494517
4883,0.0817989,0.49438
4885,0.0818165,0.494237
4887,0.0818144,0.494154
4889,0.0817902,0.494094
4891,0.0817585,0.494113
4893,0.0817311,0.494087
4895,0.0817256,0.494194
4897,0.0816989,0.494245
4899,0.0817017,0.494123
4901,0.0816853,0.494195
4903,0.0816878,0.494077
4905,0.0816723,0.493997
4907,0.0816604,0.493919
4909,0.0817053,0.494097
4911,0.0817156,0.494035
4913,0.0817336,0.4939
4915,0.0817237,0.493894
4917,0.081715,0.493936
4919,0.0816994,0.494021
4921,0.0816909,0.493923
4923,0.0816774,0.493867
4925,0.0817078,0.494027
4927,0.0816832,0.493983
4929,0.0816503,0.493986
4931,0.0816324,0.493986
4933,0.0816625,0.493962
4935,0.0816407,0.493933
4937,0.0816766,0.493975
4939,0.0816673,0.493896
4941,0.0816682,0.49398
4943,0.0816926,0.49413
4945,0.081677,0.494191
4947,0.0816862,0.494061
4949,0.0816913,0.494107
4951,0.0816843,0.494186
4953,0.0817117,0.494033
4955,0.0817603,0.493852
4957,0.0817781,0.49392
4959,0.0817452,0.493925
4961,0.0817521,0.493933
4963,0.0817669,0.494071
4965,0.0817812,0.493952
4967,0.0817878,0.493827
4969,0.0817599,0.493821
4971,0.0817396,0.493753
4973,0.0817612,0.493606
4975,0.0817742,0.493626
4977,0.0817496,0.49364
4979,0.0818079,0.49365
4981,0.0818161,0.493688
4983,0.0817834,0.493691
4985,0.0817903,0.493796
4987,0.0817912,0.493881
4989,0.0818415,0.493874
4991,0.0818242,0.493909
4993,0.081823,0.493796
4995,0.0818062,0.493774
4997,0.0817904,0.493846
4999,0.0817987,0.493932
5001,0.0817945,0.493976
5003,0.0817774,0.493913
5005,0.0817918,0.493804
5007,0.0817715,0.493809
5009,0.0817627,0.493849
5011,0.0817674,0.493807
5013,0.0817626,0.493702
5015,0.0817491,0.49366
5017,0.0817656,0.493636
5019,0.0817731,0.493601
5021,0.08177,0.493527
5023,0.081743,0.493488
5025,0.0817513,0.493453
5027,0.0817284,0.493428
5029,0.0817639,0.493414
5031,0.0817584,0.49331
5033,0.081758,0.493381
5035,0.0817665,0.493501
5037,0.0818094,0.493483
5039,0.081787,0.493542
5041,0.0817673,0.493475
5043,0.0817585,0.493568
5045,0.0817289,0.493538
5047,0.0817345,0.493559
5049,0.0817435,0.493644
5051,0.0817534,0.49375
5053,0.0817225,0.493727
5055,0.0817448,0.493743
5057,0.0817126,0.493744
5059,0.0816831,0.493714
5061,0.0816587,0.493759
5063,0.0816303,0.493767
5065,0.0816302,0.493659
5067,0.0816473,0.493532
5069,0.0816562,0.493578
5071,0.0816424,0.493663
5073,0.0816304,0.493605
5075,0.0816062,0.493605
5077,0.0816235,0.493627
5079,0.0816231,0.493677
5081,0.0816355,0.493674
5083,0.0816453,0.493784
5085,0.0816505,0.493803
5087,0.0816463,0.493907
5089,0.0816338,0.493822
5091,0.0816529,0.49382
5093,0.0816679,0.493952
5095,0.0816828,0.493822
5097,0.081694,0.493751
5099,0.0816994,0.493642
5101,0.0816864,0.493704
5103,0.0817014,0.493652
5105,0.081677,0.493598
5107,0.0816656,0.49351
5109,0.0816539,0.493469
5111,0.0816356,0.493536
5113,0.0816499,0.493449
5115,0.0816344,0.493371
5117,0.081633,0.493275
5119,0.081659,0.493414
5121,0.0816583,0.493312
5123,0.0816379,0.493279
5125,0.0816542,0.493416
5127,0.0816602,0.493461
5129,0.0816312,0.493428
5131,0.0816471,0.493462
5133,0.08164,0.493365
5135,0.0816106,0.493393
5137,0.0816187,0.493509
5139,0.0816112,0.493515
5141,0.0816142,0.49341
5143,0.0816616,0.493432
5145,0.0816637,0.493479
5147,0.0816463,0.493406
5149,0.0816191,0.49337
5151,0.0816492,0.493521
5153,0.0816178,0.493523
5155,0.081628,0.493407
5157,0.081603,0.493356
5159,0.0815992,0.493358
5161,0.0815835,0.493409
5163,0.0816062,0.493542
5165,0.0815963,0.493551
5167,0.0815657,0.493543
5169,0.0815606,0.493443
5171,0.0815443,0.49344
5173,0.0815232,0.493503
5175,0.0814937,0.493487
5177,0.0815166,0.493445
5179,0.0815002,0.493497
5181,0.0815122,0.493466
5183,0.0814901,0.493438
5185,0.0814733,0.493364
5187,0.0814749,0.493464
5189,0.0814801,0.493435
5191,0.0814512,0.493413
5193,0.0814573,0.493349
5195,0.0814302,0.493319
5197,0.0814491,0.493196
5199,0.0814327,0.493258
5201,0.0814102,0.49321
5203,0.0814339,0.493354
5205,0.0814416,0.493233
5207,0.0814324,0.493155
5209,0.0814607,0.493188
5211,0.0814711,0.493133
5213,0.0815134,0.493301
5215,0.0815012,0.493267
5217,0.0814798,0.493225
5219,0.0815143,0.49338
5221,0.0815034,0.493346
5223,0.0814877,0.493289
5225,0.0815097,0.493334
5227,0.0814815,0.493366
5229,0.0814991,0.493424
5231,0.0815029,0.49331
5233,0.0815298,0.493455
5235,0.0815526,0.493471
5237,0.0815408,0.49343
5239,0.0815662,0.493284
5241,0.0815599,0.49338
5243,0.0815541,0.493367
5245,0.0815467,0.493456
5247,0.0815821,0.493616
5249,0.0815678,0.493626
5251,0.0816031,0.493785
5253,0.0816098,0.493843
5255,0.0816215,0.493716
5257,0.0816029,0.493723
5259,0.0815944,0.493742
5261,0.0816417,0.493732
5263,0.0816279,0.493799
5265,0.0816358,0.493916
5267,0.0816457,0.493876
5269,0.0816361,0.493891
5271,0.0816512,0.493762
5273,0.0816209,0.493748
5275,0.0816333,0.493734
5277,0.0816226,0.493728
5279,0.0816337,0.493652
5281,0.0816374,0.493722
5283,0.0816098,0.493696
5285,0.0815906,0.493683
5287,0.0815632,0.493716
5289,0.0815435,0.493652
5291,0.0815521,0.493704
5293,0.0815334,0.493653
5295,0.0815527,0.493515
5297,0.0815599,0.493522
5299,0.0815446,0.493467
5301,0.0815164,0.493475
5303,0.0815198,0.493411
5305,0.0815189,0.493457
5307,0.0815316,0.49333
5309,0.081548,0.4932
5311,0.0815237,0.493238
5313,0.0815363,0.49311
5315,0.0815333,0.493169
5317,0.0815216,0.493211
5319,0.0815533,0.493059
5321,0.0815766,0.493194
5323,0.081589,0.493278
5325,0.0815606,0.493289
5327,0.0815632,0.493244
5329,0.08154,0.493196
5331,0.0815762,0.493039
5333,0.0815658,0.493126
5335,0.0815684,0.493073
5337,0.0815796,0.492954
5339,0.0815828,0.492933
5341,0.0815537,0.49292
5343,0.0815325,0.492979
5345,0.0815034,0.493
5347,0.0815077,0.4929
5349,0.0815383,0.492914
5351,0.0815132,0.492947
5353,0.0815534,0.492963
5355,0.0815273,0.493
5357,0.0815086,0.493058
5359,0.0815397,0.493095
5361,0.0815521,0.49298
5363,0.0815855,0.493129
5365,0.0816242,0.492969
5367,0.0816235,0.492879
5369,0.0816203,0.49279
5371,0.0816301,0.492817
5373,0.0816304,0.4929
5375,0.0816276,0.492837
5377,0.081601,0.492846
5379,0.0815744,0.492818
5381,0.081601,0.492956
5383,0.0816361,0.492933
5385,0.0816498,0.493047
5387,0.0816212,0.493034
5389,0.0815951,0.493032
5391,0.0815657,0.493021
5393,0.0815701,0.493102
5395,0.0815956,0.493137
5397,0.0815695,0.493176
5399,0.0816147,0.493185
5401,0.0816015,0.493197
5403,0.0816045,0.493222
5405,0.0815912,0.493151
5407,0.0815667,0.493155
5409,0.0816065,0.493133
5411,0.0816319,0.49327
5413,0.0816721,0.493429
5415,0.081662,0.493506
5417,0.0816813,0.493625
5419,0.0816969,0.493507
5421,0.0816886,0.493585
5423,0.0816589,0.493579
5425,0.0816389,0.493579
5427,0.0816421,0.493653
5429,0.0816219,0.493619
5431,0.0816646,0.493601
5433,0.081669,0.493711
5435,0.0816828,0.493591
5437,0.0816819,0.493553
5439,0.0816823,0.493522
5441,0.0816578,0.493559
5443,0.0816581,0.493609
5445,0.0816332,0.493636
5447,0.0816277,0.493543
5449,0.0815979,0.49354
5451,0.0816099,0.493427
5453,0.0815992,0.49345
5455,0.0815751,0.493491
5457,0.0815863,0.493394
5459,0.0815655,0.493448
5461,0.0815366,0.493455
5463,0.081516,0.493478
5465,0.0815441,0.493513
5467,0.081519,0.493479
5469,0.0815139,0.493441
5471,0.0815055,0.493374
5473,0.0814986,0.493408
5475,0.0814691,0.493411
5477,0.0814679,0.493511
5479,0.0814608,0.493525
5481,0.0814725,0.493404
5483,0.0814481,0.493385
5485,0.0814737,0.493527
5487,0.0814644,0.493443
5489,0.0814823,0.493573
5491,0.0814947,0.493481
5493,0.0814844,0.493478
5495,0.0814822,0.493542
5497,0.0814635,0.493551
5499,0.0814555,0.493574
5501,0.0814358,0.493533
5503,0.0814119,0.493498
5505,0.0814289,0.493429
5507,0.0814164,0.493473
5509,0.0813966,0.493527
5511,0.0814109,0.493648
5513,0.0814225,0.493601
5515,0.0813937,0.49361
5517,0.0814076,0.493727
5519,0.0814267,0.49386
5521,0.0814247,0.493929
5523,0.0814114,0.493941
5525,0.0813995,0.493907
5527,0.0813936,0.493817
5529,0.081409,0.493916
5531,0.0814179,0.493857
5533,0.0814296,0.493738
5535,0.0814273,0.493782
5537,0.0814481,0.493648
5539,0.0814423,0.493666
5541,0.0814644,0.493623
5543,0.0814459,0.49365
5545,0.0814637,0.493522
5547,0.0815167,0.49352
5549,0.0815381,0.493655
5551,0.0815352,0.493701
5553,0.0815327,0.493686
5555,0.0815339,0.493587
5557,0.0815125,0.493535
5559,0.0815197,0.493634
5561,0.0815103,0.493551
5563,0.0815239,0.493649
5565,0.0815051,0.493588
5567,0.0814789,0.493555
5569,0.0814581,0.493597
5571,0.0814576,0.493495
5573,0.0814691,0.493612
5575,0.0814608,0.493694
5577,0.0814601,0.493648
5579,0.08149,0.493618
5581,0.0814666,0.493643
5583,0.0814576,0.493567
5585,0.0814514,0.493635
5587,0.0814344,0.493588
5589,0.0814536,0.493578
5591,0.0814667,0.493455
5593,0.0814653,0.493361
5595,0.0832411,0.504031
5597,0.0832479,0.503917
5599,0.0832715,0.504055
5601,0.0832606,0.504094
5603,0.0832381,0.504068
5605,0.0832109,0.504058
5607,0.0832108,0.504045
5609,0.0831974,0.504116
5611,0.0831923,0.504129
5613,0.0832,0.504218
5615,0.08322,0.504085
5617,0.0831942,0.504077
5619,0.0832133,0.504206
5621,0.0832208,0.504315
5623,0.0832065,0.504346
5625,0.083228,0.504221
5627,0.0832284,0.504226
5629,0.0832076,0.504254
5631,0.083218,0.504139
5633,0.0832152,0.504055
5635,0.0832034,0.504115
5637,0.0832544,0.504283
5639,0.083235,0.504258
5641,0.0832511,0.504231
5643,0.0832547,0.504337
5645,0.0832715,0.504272
5647,0.0832798,0.504283
5649,0.0832572,0.50429
5651,0.0832804,0.504154
5653,0.0832522,0.504175
5655,0.0832485,0.504255
5657,0.0832444,0.504346
5659,0.0832406,0.504363
5661,0.0832424,0.504417
5663,0.0832135,0.50443
5665,0.0831936,0.504373
5667,0.0832085,0.504254
5669,0.0831874,0.5042
5671,0.0832026,0.504201
5673,0.0831836,0.504225
5675,0.0832177,0.504212
5677,0.0832087,0.504297
5679,0.0832156,0.504186
5681,0.0831897,0.504152
5683,0.0832167,0.504188
5685,0.0832508,0.504194
5687,0.0832362,0.504257
5689,0.0832222,0.504287
5691,0.0832445,0.504153
5693,0.083224,0.50414
5695,0.0832052,0.504199
5697,0.0832297,0.504331
5699,0.0832326,0.504376
5701,0.0832433,0.504352
5703,0.0832142,0.504356
5705,0.0831869,0.504337
5707,0.0831713,0.5043
5709,0.0831817,0.504294
5711,0.083157,0.50428
5713,0.0831428,0.504243
5715,0.0831343,0.504194
5717,0.0831331,0.504161
5719,0.0831389,0.504229
5721,0.0831516,0.504151
5723,0.0831472,0.504236
5725,0.0831255,0.504232
5727,0.0830991,0.50425
5729,0.0830982,0.504163
5731,0.0831231,0.504198
5733,0.0831148,0.504136
5735,0.0831002,0.504205
5737,0.0831042,0.50424
5739,0.0831376,0.504228
5741,0.0831435,0.504119
5743,0.0831204,0.504113
5745,0.0831285,0.504112
5747,0.0830997,0.504115
5749,0.0830769,0.504078
5751,0.0831059,0.504219
5753,0.0830783,0.504231
5755,0.0830823,0.504203
5757,0.083102,0.504227
5759,0.0831183,0.504192
5761,0.0831003,0.504249
5763,0.083091,0.504254
5765,0.0831139,0.504125
5767,0.0831111,0.504044
5769,0.0830937,0.503981
5771,0.0830838,0.50392
5773,0.0830695,0.503978
5775,0.0830629,0.504015
5777,0.0830742,0.50407
5779,0.0830787,0.504097
5781,0.0830884,0.504213
5783,0.0830874,0.50412
5785,0.0830821,0.504169
5787,0.083057,0.504137
5789,0.0830765,0.50401
5791,0.0830533,0.504025
5793,0.0830651,0.504137
5795,0.0830565,0.504065
5797,0.0830566,0.504163
5799,0.083065,0.504057
5801,0.0830596,0.503988
5803,0.0830377,0.504032
5805,0.0830206,0.503974
5807,0.0830373,0.503852
5809,0.083056,0.503976
5811,0.0830293,0.503995
5813,0.0830191,0.504071
5815,0.0830361,0.504097
5817,0.0830099,0.504079
5819,0.082984,0.50411
5821,0.0829967,0.504042
5823,0.0829789,0.504004
5825,0.0829647,0.504073
5827,0.0829433,0.504103
5829,0.0829575,0.504019
5831,0.0829334,0.504054
5833,0.0829284,0.503987
5835,0.0829145,0.504
5837,0.0828878,0.503991
5839,0.082903,0.504039
5841,0.082878,0.504012
5843,0.0829005,0.504025
5845,0.0829166,0.504024
5847,0.082895,0.504029
5849,0.0829157,0.504066
5851,0.0829174,0.50408
5853,0.0829304,0.504164
5855,0.0829139,0.50418
5857,0.0829346,0.504052
5859,0.0829273,0.504034
5861,0.0829421,0.504008
5863,0.0829187,0.503991
5865,0.0829241,0.504091
5867,0.082903,0.504049
5869,0.0829117,0.503941
5871,0.0828958,0.503979
5873,0.082885,0.504055
5875,0.0828859,0.504142
5877,0.0829013,0.504065
5879,0.0828889,0.504126
5881,0.0829145,0.504259
5883,0.0829265,0.504361
5885,0.0829454,0.504246
5887,0.0829238,0.50428
5889,0.0829533,0.504278
5891,0.0829602,0.504169
5893,0.0829379,0.504206
5895,0.0829198,0.50426
5897,0.082942,0.504133
5899,0.0829544,0.504026
5901,0.0829493,0.504047
5903,0.0829663,0.504022
5905,0.0829398,0.504007
5907,0.0829811,0.504013
5909,0.0829548,0.504002
5911,0.0829521,0.504044
5913,0.0829281,0.504019
5915,0.0829086,0.504022
5917,0.0829146,0.503949
5919,0.0829072,0.503912
5921,0.0829183,0.503967
5923,0.0829068,0.504039
5925,0.0829072,0.504109
5927,0.0829124,0.504005
5929,0.0828919,0.503976
5931,0.082885,0.50403
5933,0.0828929,0.503922
5935,0.0828979,0.504015
5937,0.0829009,0.504108
5939,0.082911,0.504068
5941,0.0828845,0.504068
5943,0.0828706,0.504107
5945,0.0828879,0.504087
5947,0.0828622,0.504097
5949,0.0828585,0.504178
5951,0.0828617,0.504185
5953,0.0829191,0.504016
5955,0.0829196,0.504081
5957,0.0829002,0.504119
5959,0.08294,0.503969
5961,0.0829508,0.503892
5963,0.0829726,0.503899
5965,0.0829762,0.504001
5967,0.0829607,0.504035
5969,0.0829424,0.504068
5971,0.0829325,0.504015
5973,0.0829774,0.504014
5975,0.0830099,0.504027
5977,0.0829955,0.504059
5979,0.0829791,0.504118
5981,0.0830186,0.504117
5983,0.0830253,0.504035
5985,0.083063,0.504182
5987,0.0830713,0.504252
5989,0.0830867,0.5042
5991,0.0830651,0.504233
5993,0.0830389,0.504227
5995,0.0830345,0.504254
5997,0.0830187,0.504229
5999,0.0830434,0.504356
6001,0.0830548,0.504248
6003,0.0830719,0.504126
6005,0.0830768,0.504024
6007,0.0830988,0.5039
6009,0.0831054,0.503984
6011,0.0830841,0.504029
6013,0.0831058,0.504033
6015,0.0831024,0.504117
6017,0.0831077,0.504067
6019,0.0830962,0.504076
6021,0.0830892,0.504154
6023,0.0830772,0.504094
6025,0.0830692,0.504014
6027,0.0830418,0.504018
6029,0.0830444,0.504049
6031,0.0830506,0.504122
6033,0.083029,0.504165
6035,0.0830551,0.504151
6037,0.0830501,0.504165
6039,0.0830512,0.504205
6041,0.0830357,0.504172
6043,0.0830658,0.504189
6045,0.0830472,0.504242
6047,0.0830717,0.504368
6049,0.0830604,0.504296
6051,0.0830608,0.504366
6053,0.083092,0.504381
6055,0.0830921,0.504296
6057,0.083079,0.504278
6059,0.0830968,0.504278
6061,0.0831073,0.504332
6063,0.0831091,0.504273
6065,0.0831388,0.504137
6067,0.0831306,0.504179
6069,0.0831095,0.504138
6071,0.0831025,0.504116
6073,0.0831176,0.504124
6075,0.0831078,0.504189
6077,0.0831111,0.504289
6079,0.0831195,0.504192
6081,0.0831389,0.504191
6083,0.0831585,0.504228
6085,0.083178,0.504217
6087,0.0831806,0.50417
6089,0.0831631,0.50421
6091,0.0831553,0.504199
6093,0.0831557,0.504229
6095,0.0831632,0.504258
6097,0.0831427,0.504285
6099,0.083151,0.504389
6101,0.0831922,0.504382
6103,0.0831931,0.504462
6105,0.0831932,0.504381
6107,0.0831928,0.504445
6109,0.083198,0.504455
6111,0.0832105,0.504506
